accession	product_length	mismatch_forward	mismatch_reverse	forward_start	forward_stop	reverse_start	reverse_stop	product_start	product_stop	taxId	subspecies	superkingdom	phylum	class	order	family	genus	species	amplicon
CP073575.2	515	0	0	283334	283355	283848	283827	283334	283848	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073575.2	515	0	0	234889	234910	235403	235382	234889	235403	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073531.2	515	0	0	283336	283357	283850	283829	283336	283850	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073531.2	515	0	0	234891	234912	235405	235384	234891	235405	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073503.2	515	0	0	283339	283360	283853	283832	283339	283853	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073503.2	515	0	0	234894	234915	235408	235387	234894	235408	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073502.2	515	0	0	283335	283356	283849	283828	283335	283849	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073502.2	515	0	0	234890	234911	235404	235383	234890	235404	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073501.2	515	0	0	283338	283359	283852	283831	283338	283852	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073501.2	515	0	0	234893	234914	235407	235386	234893	235407	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073500.2	515	0	0	283339	283360	283853	283832	283339	283853	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073500.2	515	0	0	234894	234915	235408	235387	234894	235408	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073499.2	515	0	0	283337	283358	283851	283830	283337	283851	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073499.2	515	0	0	234892	234913	235406	235385	234892	235406	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073498.2	515	0	0	283338	283359	283852	283831	283338	283852	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073498.2	515	0	0	234893	234914	235407	235386	234893	235407	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073497.2	515	0	0	283336	283357	283850	283829	283336	283850	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073497.2	515	0	0	234891	234912	235405	235384	234891	235405	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073496.2	515	0	0	283335	283356	283849	283828	283335	283849	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073496.2	515	0	0	234890	234911	235404	235383	234890	235404	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073495.2	515	0	0	283337	283358	283851	283830	283337	283851	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073495.2	515	0	0	234892	234913	235406	235385	234892	235406	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073494.2	515	0	0	283334	283355	283848	283827	283334	283848	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073494.2	515	0	0	234889	234910	235403	235382	234889	235403	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073493.2	515	0	0	283336	283357	283850	283829	283336	283850	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073493.2	515	0	0	234891	234912	235405	235384	234891	235405	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073492.2	515	0	0	283337	283358	283851	283830	283337	283851	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073492.2	515	0	0	234892	234913	235406	235385	234892	235406	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073491.2	515	0	0	283408	283429	283922	283901	283408	283922	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073491.2	515	0	0	234963	234984	235477	235456	234963	235477	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073490.2	515	0	0	283331	283352	283845	283824	283331	283845	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073490.2	515	0	0	234886	234907	235400	235379	234886	235400	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073489.2	515	0	0	283331	283352	283845	283824	283331	283845	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073489.2	515	0	0	234886	234907	235400	235379	234886	235400	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073488.2	515	0	0	283335	283356	283849	283828	283335	283849	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073488.2	515	0	0	234890	234911	235404	235383	234890	235404	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073486.2	515	0	0	283333	283354	283847	283826	283333	283847	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073486.2	515	0	0	234888	234909	235402	235381	234888	235402	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073482.2	515	0	0	283333	283354	283847	283826	283333	283847	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073482.2	515	0	0	234888	234909	235402	235381	234888	235402	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073481.2	515	0	0	283332	283353	283846	283825	283332	283846	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073481.2	515	0	0	234887	234908	235401	235380	234887	235401	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073480.2	515	0	0	283334	283355	283848	283827	283334	283848	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073480.2	515	0	0	234889	234910	235403	235382	234889	235403	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073479.2	515	0	0	283331	283352	283845	283824	283331	283845	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073479.2	515	0	0	234886	234907	235400	235379	234886	235400	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073477.2	515	0	0	283335	283356	283849	283828	283335	283849	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073477.2	515	0	0	234890	234911	235404	235383	234890	235404	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073476.2	515	0	0	283333	283354	283847	283826	283333	283847	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073476.2	515	0	0	234888	234909	235402	235381	234888	235402	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073474.2	515	0	0	283333	283354	283847	283826	283333	283847	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073474.2	515	0	0	234888	234909	235402	235381	234888	235402	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073473.2	515	0	0	283330	283351	283844	283823	283330	283844	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073473.2	515	0	0	234885	234906	235399	235378	234885	235399	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073472.2	515	0	0	283334	283355	283848	283827	283334	283848	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073472.2	515	0	0	234889	234910	235403	235382	234889	235403	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073471.2	515	0	0	283333	283354	283847	283826	283333	283847	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073471.2	515	0	0	234888	234909	235402	235381	234888	235402	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073470.2	515	0	0	283334	283355	283848	283827	283334	283848	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073470.2	515	0	0	234889	234910	235403	235382	234889	235403	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073469.2	515	0	0	283334	283355	283848	283827	283334	283848	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073469.2	515	0	0	234889	234910	235403	235382	234889	235403	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073468.2	515	0	0	283336	283357	283850	283829	283336	283850	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073468.2	515	0	0	234891	234912	235405	235384	234891	235405	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073467.2	515	0	0	283335	283356	283849	283828	283335	283849	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073467.2	515	0	0	234890	234911	235404	235383	234890	235404	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073465.2	515	0	0	283414	283435	283928	283907	283414	283928	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073465.2	515	0	0	234969	234990	235483	235462	234969	235483	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073463.2	515	0	0	283412	283433	283926	283905	283412	283926	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073463.2	515	0	0	234967	234988	235481	235460	234967	235481	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073458.2	515	0	0	283360	283381	283874	283853	283360	283874	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073458.2	515	0	0	234915	234936	235429	235408	234915	235429	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073457.2	515	0	0	283323	283344	283837	283816	283323	283837	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073457.2	515	0	0	234878	234899	235392	235371	234878	235392	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073455.2	515	0	0	283359	283380	283873	283852	283359	283873	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073455.2	515	0	0	234914	234935	235428	235407	234914	235428	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073454.2	515	0	0	283418	283439	283932	283911	283418	283932	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073454.2	515	0	0	234973	234994	235487	235466	234973	235487	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073453.2	515	0	0	283414	283435	283928	283907	283414	283928	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073453.2	515	0	0	234969	234990	235483	235462	234969	235483	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073452.2	515	0	0	283419	283440	283933	283912	283419	283933	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073452.2	515	0	0	234974	234995	235488	235467	234974	235488	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073451.2	515	0	0	283420	283441	283934	283913	283420	283934	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073451.2	515	0	0	234975	234996	235489	235468	234975	235489	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073450.2	515	0	0	283351	283372	283865	283844	283351	283865	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073450.2	515	0	0	234906	234927	235420	235399	234906	235420	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073449.2	515	0	0	283421	283442	283935	283914	283421	283935	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073449.2	515	0	0	234976	234997	235490	235469	234976	235490	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073443.2	515	0	0	283416	283437	283930	283909	283416	283930	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073443.2	515	0	0	234971	234992	235485	235464	234971	235485	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073442.2	515	0	0	283418	283439	283932	283911	283418	283932	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073442.2	515	0	0	234973	234994	235487	235466	234973	235487	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073440.2	515	0	0	283355	283376	283869	283848	283355	283869	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073440.2	515	0	0	234910	234931	235424	235403	234910	235424	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073438.2	515	0	0	283359	283380	283873	283852	283359	283873	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073438.2	515	0	0	234914	234935	235428	235407	234914	235428	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073437.2	515	0	0	283358	283379	283872	283851	283358	283872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073437.2	515	0	0	234913	234934	235427	235406	234913	235427	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073436.2	515	0	0	283356	283377	283870	283849	283356	283870	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073436.2	515	0	0	234911	234932	235425	235404	234911	235425	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073435.2	515	0	0	283358	283379	283872	283851	283358	283872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073435.2	515	0	0	234913	234934	235427	235406	234913	235427	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073434.2	515	0	0	283356	283377	283870	283849	283356	283870	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073434.2	515	0	0	234911	234932	235425	235404	234911	235425	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073433.2	515	0	0	283408	283429	283922	283901	283408	283922	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073433.2	515	0	0	234963	234984	235477	235456	234963	235477	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073431.2	515	0	0	283354	283375	283868	283847	283354	283868	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073431.2	515	0	0	234909	234930	235423	235402	234909	235423	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073430.2	515	0	0	283355	283376	283869	283848	283355	283869	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073430.2	515	0	0	234910	234931	235424	235403	234910	235424	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073404.2	515	0	0	283359	283380	283873	283852	283359	283873	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
CP073404.2	515	0	0	234914	234935	235428	235407	234914	235428	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	23S_scheme_1
