"Sample_Name","Sanger_Lane_ID_raw","Cleaned_fastq_id","SRR/ENA_Accession","Species","Sample_Year","Citation","Sequencing_Method","Sample_Type","Geo_Country","Continent","TPA_Lineage","Beale2021.TPA.sublineages","TPA.TPE.scheme","Reads_or_assemblies","Proportion-N_>5_mapping+masking_Nichols","Assembly_Length_(total)","Assembly_#_contigs","Assembly_N50","Assembly_ref-sites_%","CheckM-completeness","CheckM-contamination"
"TPA_UKBIR049","31822_2#11","31822_2#11.Treponema.ds1806600-reads","ERR4899227","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","8.9148599999999995E-2",1144801,251,6457,100.453479321852,"99.17","6.26"
"TPA_UKBIR052","31818_4#18","31818_4#18.Treponema.ds2500000-reads","ERR4853614","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.7185999999999997E-2",1133050,17,149963,99.422357899429,"100","0"
"TPA_UKBRG004","31822_1#7","31822_1#7.Treponema.ds2500000-reads","ERR4899203","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","3","3","reads","3.7403600000000002E-2",1133206,13,598895,99.4360465167295,"100","0"
"TPA_UKBRG007","31818_4#2","31818_4#2.Treponema.ds1597286-reads","ERR4853603","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","14","14","reads","6.7501800000000001E-2",1141366,243,8487,100.152066498601,"97.44","5.16"
"TPA_UKBRG008","31963_2#17","31963_2#17.Treponema.ds2500000-reads","ERR4993362","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","Nichols","14","14","reads","3.7909100000000001E-2",1133269,16,208981,99.4415746121778,"100","0"
"TPA_UKBRG009","31818_4#5","31818_4#5.Treponema.ds952114-reads","ERR4853606","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","0.14585999999999999",1135130,496,3227,99.6048727967688,"93.47","5.55"
"TPA_UKBRG010","31818_4#3","31818_4#3.Treponema.ds1969076-reads","ERR4853604","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","4.5388199999999997E-2",1138795,117,17362,99.9264675557833,"100","0.77"
"TPA_UKBRG012","31818_4#1","31818_4#1.Treponema.ds2500000-reads","ERR4853602","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.9081400000000002E-2",1134187,25,135447,99.5221268601383,"100","0"
"TPA_UKBRG015","31818_6#29","31818_6#29.Treponema.ds1041016-reads","ERR4853683","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","0.115011",1140017,297,6001,100.03369505797,"95.14","5.81"
"TPA_UKBRG017","31818_4#4","31818_4#4.Treponema.ds2500000-reads","ERR4853605","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","2","2","reads","3.7225500000000002E-2",1131037,37,84323,99.2457220877247,"100","0.27"
"TPA_UKBRG018","31822_1#8","31822_1#8.Treponema.ds2500000-reads","ERR4899204","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.72018E-2",1132709,14,598732,99.3924359859709,"100","0"
"TPA_UKLEE004","31818_4#19","31818_4#19.Treponema.ds2500000-reads","ERR4853615","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.7283400000000001E-2",1128062,18,299346,98.9846731360008,"100","0"
"TPA_UKLEE006","31822_2#12","31822_2#12.Treponema.ds1329667-reads","ERR4899228","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","0.15627099999999999",1143679,353,4754,100.355026574345,"98.39","2.86"
"TPA_UKMAN003","31818_3#7","31818_3#7.Treponema.ds1601042-reads","ERR4853580","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","4.8692100000000002E-2",1137085,101,18587,99.7764192507588,"99.97","2.2799999999999998"
"TPA_UKMAN019","31818_4#14","31818_4#14.Treponema.ds2500000-reads","ERR4853610","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.7061400000000001E-2",1133140,15,174976,99.4302551786408,"100","0"
"TPA_UKMAN027","31818_4#15","31818_4#15.Treponema.ds2500000-reads","ERR4853611","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","3.7048200000000003E-2",1133111,13,598846,99.4277104997837,"100","0"
"TPA_UKMAN047","31818_3#4","31818_3#4.Treponema.ds1648869-reads","ERR4853577","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","4.8631500000000001E-2",1137118,111,16881,99.7793149198031,"100","1.44"
"TPA_UKMAN054","31818_3#6","31818_3#6.Treponema.ds2500000-reads","ERR4853579","TPA","2018","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","UK","Europe","SS14","1","1","reads","4.0180100000000003E-2",1130850,41,50234,99.2293132964735,"99.6","0"
"TPA_USL-BAL-2","31963_2#11","31963_2#11.Treponema.ds2500000-reads","ERR4993356","TPA","1971","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","USA","N.America","SS14","Singleton","Singleton","reads","3.6755099999999999E-2",1132631,14,299193,99.3855916773207,"100","0"
"TPA_USL-BAL-6","31818_2#20","31818_2#20.Treponema.ds2500000-reads","ERR4853568","TPA","1950-1980","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","USA","N.America","Nichols","12","12","reads","3.7837099999999999E-2",1132313,17,208976,99.3576879574389,"100","0"
"TPA_USL-BAL-7","31963_2#12","31963_2#12.Treponema.ds2500000-reads","ERR4993357","TPA","1976","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","USA","N.America","Nichols","12","12","reads","3.7969599999999999E-2",1132414,17,182222,99.3665504596655,"100","0"
"TPA_USL-BAL-8","31822_2#31","31822_2#31.Treponema.ds2500000-reads","ERR4899245","TPA","1960-1980","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","USA","N.America","Nichols","9","9","reads","3.9024400000000001E-2",1133046,16,160419,99.4220069092418,"100","0"
"TPA_USL-CDC-1","31963_2#15","31963_2#15.Treponema.ds2500000-reads","ERR4993360","TPE","1980","unpublished-WSI","SureSelect","rabbit inoculation","Ghana","Africa","-",NA,"TPE34","reads","3.1253200000000002E-2",1129469,14,169644,99.1081339343455,"99.97","0"
"TPA_USL-Grady-1","31822_2#15","31822_2#15.Treponema.ds2500000-reads","ERR4899231","TPA","1994","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","USA","N.America","SS14","1","1","reads","3.2019100000000002E-2",1131095,49,57588,99.250811445439,"100","1.48"
"TPA_USL-Haiti-B","31818_2#24","31818_2#24.Treponema.ds2500000-reads","ERR4853572","TPA","1951","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","Haiti","Caribbean","Nichols","Singleton","Singleton","reads","3.2141099999999999E-2",1132892,16,170725,99.4084937870349,"100","0"
"TPA_USL-Phil-1","31822_2#14","31822_2#14.Treponema.ds2500000-reads","ERR4899230","TPA","1987","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","USA","N.America","SS14","1","1","reads","3.2672800000000002E-2",1128917,21,160386,99.0596972885131,"99.6","0"
"TPA_USL-Phil-3","31818_2#25","31818_2#25.Treponema.ds2500000-reads","ERR4853573","TPA","1987","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","USA","N.America","Nichols","9","9","reads","3.1900699999999997E-2",1132984,17,299202,99.4165665613404,"100","0"
"TPA_USL-SEA-81-3","31963_2#13","31963_2#13.Treponema.ds2500000-reads","ERR4993358","TPA","1981","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","USA","N.America","SS14","1","1","reads","3.2604300000000003E-2",1133762,17,161198,99.4848341527492,"99.97","0"
"TPA_USL-SEA-81-8","31818_1#6","31818_1#6.Treponema.ds2500000-reads","ERR4853532","TPA","1981","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","USA","N.America","SS14","4","4","reads","3.1509299999999997E-2",1132928,15,209032,99.4116526987197,"100","0"
"TPA_USL-SEA-83-1","31818_2#21","31818_2#21.Treponema.ds2500000-reads","ERR4853569","TPA","1983","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","USA","N.America","Nichols","10","10","reads","3.1369800000000003E-2",1132264,17,170868,99.3533883276458,"100","0"
"TPA_USL-SEA-83-2","31818_2#22","31818_2#22.Treponema.ds2500000-reads","ERR4853570","TPA","1983","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","USA","N.America","Nichols","7","7","reads","3.24341E-2",1131198,12,299299,99.2598494427592,"100","0"
"TPA_USL-SEA-84-2","31963_2#14","31963_2#14.Treponema.ds2500000-reads","ERR4993359","TPA","1984","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","USA","N.America","SS14","1","1","reads","3.1886600000000001E-2",1133118,15,299184,99.4283247326113,"100","0"
"TPA_USL-SEA-86-1","31818_2#23","31818_2#23.Treponema.ds2500000-reads","ERR4853571","TPA","1986","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","USA","N.America","Nichols","8","8","reads","3.2984199999999998E-2",1133340,16,208963,99.4478046880004,"100","0.27"
"TPA_USL-SEA-87-1","31818_5#30","31818_5#30.Treponema.ds2500000-reads","ERR4853652","TPA","1987","Beale_2021_Global-TPA","SureSelect","rabbit inoculation","USA","N.America","SS14","1","1","reads","3.2378799999999999E-2",1128680,18,598905,99.0389011199219,"100","0"
"TPA_ZIM004","31822_2#19","31822_2#19.Treponema.ds1243584-reads","ERR4899234","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Zimbabwe","Africa","SS14","4","4","reads","3.1591800000000003E-2",1110399,579,2514,97.4347882169084,"94.55","11.22"
"TPA_ZIM005","31818_4#24","31818_4#24.Treponema.ds2374474-reads","ERR4853620","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Zimbabwe","Africa","SS14","4","4","reads","4.2557299999999999E-2",1132651,65,29354,99.3873466282567,"99.97","0.52"
"TPA_ZIM007","31822_2#21","31822_2#21.Treponema.ds2209089-reads","ERR4899236","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Zimbabwe","Africa","SS14","4","4","reads","3.39362E-2",1142053,203,8945,100.212349063251,"97.96","0.95"
"TPA_ZIM009","31822_2#22","31822_2#22.Treponema.ds1357976-reads","ERR4899237","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Zimbabwe","Africa","SS14","4","4","reads","7.0894100000000002E-2",1141849,479,3272,100.194448563704,"96.63","10.220000000000001"
"TPA_ZIM014","31818_4#25","31818_4#25.Treponema.ds860109-reads","ERR4853621","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Zimbabwe","Africa","Nichols","13","13","reads","5.7954499999999999E-2",1087960,711,1863,95.465821014309,"95.63","10.91"
"TPA_ZIM015","31822_1#27","31822_1#27.Treponema.ds1418347-reads","ERR4899214","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Zimbabwe","Africa","Nichols","13","13","reads","6.2687000000000007E-2",1156491,255,7585,101.47924814392,"98.79","5.56"
"TPA_ZIM018","31818_4#27","31818_4#27.Treponema.ds1989153-reads","ERR4853623","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Zimbabwe","Africa","Nichols","13","13","reads","8.1000600000000006E-2",1142893,121,18615,100.286057002561,"100","2.1"
"TPA_ZIM020","31822_2#24","31822_2#24.Treponema.ds1433124-reads","ERR4899239","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Zimbabwe","Africa","Nichols","13","13","reads","5.6815600000000001E-2",1071115,833,1504,93.9877135884973,"93.23","14.74"
"TPA_ZIM024","31822_2#26","31822_2#26.Treponema.ds2390007-reads","ERR4899241","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Zimbabwe","Africa","SS14","4","4","reads","6.3430200000000006E-2",1141626,148,12411,100.174880860768,"99.6","1.32"
"TPA_ZIM025","31818_3#31","31818_3#31.Treponema.ds2321164-reads","ERR4853601","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Zimbabwe","Africa","SS14","4","4","reads","8.3294900000000005E-2",1133828,84,33351,99.4906254908378,"99.97","1.93"
"TPA_ZIM028","31818_4#29","31818_4#29.Treponema.ds2500000-reads","ERR4853625","TPA","2015","Beale_2021_Global-TPA","SureSelect","Clinical_Swab","Zimbabwe","Africa","SS14","4","4","reads","3.1561100000000002E-2",1133347,16,175099,99.448418920828,"100","0"
"TPP_GHA002","31818_1#31","31818_1#31.Treponema.ds2500000-reads","ERR4853706","TPE","2015","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","3.1637400000000003E-2",1132992,16,169642,99.4172685417147,"99.17","0"
"TPP_GHA003","31818_2#31","31818_2#31.Treponema.ds2500000-reads","ERR4853709","TPE","2015","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","7.6185500000000003E-2",1130993,13,598506,99.2418611956656,"99.97","0"
"TPP_GHA005","31818_2#32","31818_2#32.Treponema.ds2500000-reads","ERR4853710","TPE","2015","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","0.13680700000000001",1130844,15,208769,99.2287868111927,"99.97","0"
"TPP_GHA006","31963_2#30","31963_2#30.Treponema.ds1879748-reads","ERR4993369","TPE","2015","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE30","reads","3.1601499999999998E-2",1130506,10,598434,99.199128140375,"99.97","0"
"TPP_GHA009","31818_1#30","31818_1#30.Treponema.ds2500000-reads","ERR4853705","TPE","2016","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","3.7503599999999998E-2",1130470,9,598528,99.1959692286903,"99.97","0"
"TPP_GHA012","31818_1#28","31818_1#28.Treponema.ds2500000-reads","ERR4853703","TPE","2015","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","3.2233199999999997E-2",1130906,13,208711,99.2342271590942,"99.97","0"
"TPP_GHA013","31818_2#30","31818_2#30.Treponema.ds2500000-reads","ERR4853708","TPE","2015","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","5.7254300000000001E-2",1130837,12,169608,99.2281725783651,"99.97","0.81"
"TPP_GHA015","31963_2#29","31963_2#29.Treponema.ds2500000-reads","ERR4993368","TPE","2015","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","7.2438199999999994E-2",1130766,11,169588,99.2219425025425,"99.17","0"
"TPP_GHA016","31963_2#31","31963_2#31.Treponema.ds1611484-reads","ERR4993370","TPE","2015","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","3.1999800000000002E-2",1130817,13,223351,99.2264176274292,"99.97","0"
"TPP_GHA032","31818_1#32","31818_1#32.Treponema.ds2500000-reads","ERR4853707","TPE","2016","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","3.2144600000000002E-2",1130344,11,179295,99.1849130377937,"99.97","0"
"TPP_GHA067","31822_1#9","31822_1#9.Treponema.ds2500000-reads","ERR4899847","TPE","2018","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","3.1433000000000003E-2",1126540,22,100405,98.8511213697743,"99.17","0"
"TPP_GHA111","31963_2#18","31963_2#18.Treponema.ds1420819-reads","ERR4993363","TPE","2018","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","3.3488700000000003E-2",1125995,17,598435,98.8032989567694,"99.17","0"
"TPP_GHA114","31822_1#11","31822_1#11.Treponema.ds1487699-reads","ERR4899849","TPE","2018","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","6.2687000000000007E-2",1142919,180,10652,100.288338438778,"98.76","4"
"TPP_GHA116","31818_4#8","31818_4#8.Treponema.ds1337068-reads","ERR4853711","TPE","2018","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","6.3574099999999995E-2",1140662,218,7685,100.090292225655,"99.07","2.48"
"TPP_GHA119","31822_1#13","31822_1#13.Treponema.ds1348610-reads","ERR4899851","TPE","2018","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","5.6815600000000001E-2",1137467,136,14479,99.8099388136356,"99.97","2.42"
"TPP_GHA149","31822_1#15","31822_1#15.Treponema.ds966760-reads","ERR4899852","TPE","2018","unpublished-WSI","SureSelect","Clinical_Swab","Ghana","Africa","-",NA,"TPE23","reads","0.13680700000000001",1143631,369,4461,100.350814692098,"96.61","8.98"
"TPP_LIB001","31818_2#27","31818_2#27.Treponema.ds2500000-reads","ERR4690809","TPE","2018","Timothy_2021","SureSelect","Clinical_Swab","Liberia","Africa","-",NA,"TPE24","reads","3.1999800000000002E-2",1130695,11,298941,99.2157124267198,"99.97","0"
"TPP_LIB003","31818_1#26","31818_1#26.Treponema.ds2500000-reads","ERR4690806","TPE","2018","Timothy_2021","SureSelect","Clinical_Swab","Liberia","Africa","-",NA,"TPE24","reads","3.2249E-2",1130820,12,335195,99.2266808700696,"99.97","0"
"TPP_LIB004","31963_2#28","31963_2#28.Treponema.ds2500000-reads","ERR4690816","TPE","2018","Timothy_2021","SureSelect","Clinical_Swab","Liberia","Africa","-",NA,"TPE24","reads","3.2144600000000002E-2",1130727,11,174455,99.2185203482174,"99.97","0"
"TPP_LIB005","31963_2#27","31963_2#27.Treponema.ds2500000-reads","ERR4690815","TPE","2018","Timothy_2021","SureSelect","Clinical_Swab","Liberia","Africa","-",NA,"TPE24","reads","3.1609400000000003E-2",1130493,11,298946,99.1979874222666,"99.97","0"
"TPP_LIB006","31963_2#26","31963_2#26.Treponema.ds2500000-reads","ERR4690814","TPE","2018","Timothy_2021","SureSelect","Clinical_Swab","Liberia","Africa","-",NA,"TPE24","reads","3.15953E-2",1130525,11,598412,99.2007953437642,"99.97","0"
"TPP_LIB008","31963_2#25","31963_2#25.Treponema.ds2500000-reads","ERR4690813","TPE","2018","Timothy_2021","SureSelect","Clinical_Swab","Liberia","Africa","-",NA,"TPE24","reads","3.1433000000000003E-2",1130760,12,299466,99.2214160172617,"99.97","0"
"TPP_LIB011","31818_1#27","31818_1#27.Treponema.ds2355082-reads","ERR4690807","TPE","2018","Timothy_2021","SureSelect","Clinical_Swab","Liberia","Africa","-",NA,"TPE24","reads","3.3882700000000002E-2",1130731,12,598374,99.2188713384046,"99.97","0"
"TPP_LIB012","31818_2#28","31818_2#28.Treponema.ds2500000-reads","ERR4690810","TPE","2018","Timothy_2021","SureSelect","Clinical_Swab","Liberia","Africa","-",NA,"TPE24","reads","3.3291300000000003E-2",1180581,16,169570,103.593086546283,"99.97","3.23"
"TPP_LIB013","31818_1#25","31818_1#25.Treponema.ds2500000-reads","ERR4690805","TPE","2018","Timothy_2021","SureSelect","Clinical_Swab","Liberia","Africa","-",NA,"TPE24","reads","3.3006199999999999E-2",1130802,14,160479,99.2251014142272,"99.97","0"
"TPP_LIB015","31963_2#24","31963_2#24.Treponema.ds2500000-reads","ERR4690812","TPE","2018","Timothy_2021","SureSelect","Clinical_Swab","Liberia","Africa","-",NA,"TPE24","reads","3.17541E-2",1130800,12,297862,99.2249259191336,"99.17","0"
"TPP_LIB017","31818_2#26","31818_2#26.Treponema.ds2500000-reads","ERR4690808","TPE","2018","Timothy_2021","SureSelect","Clinical_Swab","Liberia","Africa","-",NA,"TPE24","reads","3.2383200000000001E-2",1130271,11,598446,99.1785074668775,"99.97","0"
"TPP_LIB018","31963_2#23","31963_2#23.Treponema.ds1508056-reads","ERR4690811","TPE","2018","Timothy_2021","SureSelect","Clinical_Swab","Liberia","Africa","-",NA,"TPE24","reads","3.34343E-2",1131299,16,158050,99.2687119449858,"99.97","0"
"TPP_PNGM_15-110","31818_4#22","31818_4#22.Treponema.ds1946125-reads","ERR4853618","TPE","2018","unpublished-WSI","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","7.2805900000000007E-2",1170259,330,5726,102.687356368234,"96.75","6.85"
"TPP_PNGM_17-14","31818_3#30","31818_3#30.Treponema.ds1107598-reads","ERR4853600","TPE","2018","unpublished-WSI","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","0.110246",1142766,491,3051,100.274913064118,"98.47","6.53"
"TPP_PNGM_17-19","31818_4#20","31818_4#20.Treponema.ds1155518-reads","ERR4853616","TPE","2018","unpublished-WSI","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","0.11154699999999999",1134188,429,3558,99.5222146076851,"98.85","5.68"
"TPP_PNGM_18-11","31822_1#25","31822_1#25.Treponema.ds1070224-reads","ERR4899212","TPE","2018","unpublished-WSI","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","9.9288699999999994E-2",1145582,314,5275,100.522010155901,"99.17","3.6"
"TPP_PNGM_19-20","31822_1#24","31822_1#24.Treponema.ds1413611-reads","ERR4899211","TPE","2018","unpublished-WSI","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","5.5505699999999998E-2",1138392,169,11817,99.8911052944237,"99.17","1.77"
"TPP_PNGM_19-24","31818_4#21","31818_4#21.Treponema.ds1736502-reads","ERR4853617","TPE","2018","unpublished-WSI","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE20","reads","5.7379800000000002E-2",1155214,194,12381,101.367194526659,"99.17","2.92"
"TPP_PNGM_19-27","31818_4#23","31818_4#23.Treponema.ds1230537-reads","ERR4853619","TPE","2018","unpublished-WSI","SureSelect","Clinical_Swab","PNG","Oceania","-",NA,"TPE21","reads","8.0577700000000002E-2",1140529,349,4730,100.078621801931,"99.12","5.69"
"UW074B","24141_6#7","24141_6#7.Treponema.ds2500000-reads","ERR2756195","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6893799999999997E-2",1133126,14,175143,99.4290267129857,"100","0"
"UW093B","24141_7#12","24141_7#12.Treponema.ds2500000-reads","ERR2756214","TPA","2001","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6956099999999999E-2",1133102,14,209059,99.4269207718625,"100","0"
"UW099B","24141_4#18","24141_4#18.Treponema.ds2500000-reads","ERR2756175","TPA","2001","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6970999999999997E-2",1132981,15,172989,99.4163033187,"100","0"
"UW102B","24141_6#6","24141_6#6.Treponema.ds2500000-reads","ERR2756194","TPA","2002","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6932399999999997E-2",1133592,15,175104,99.4699170697935,"99.19","0"
"UW104B","24141_8#12","24141_8#12.Treponema.ds2500000-reads","ERR2756229","TPA","2002","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.7133300000000001E-2",1133246,13,598805,99.4395564186014,"100","0"
"UW116B","24141_4#6","24141_4#6.Treponema.ds2500000-reads","ERR2756171","TPA","2002","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","2","2","reads","3.7023599999999997E-2",1133113,17,149937,99.4278859948773,"100","0"
"UW125B","24141_6#11","24141_6#11.Treponema.ds2500000-reads","ERR2756198","TPA","2002","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6909600000000001E-2",1132813,13,299375,99.4015617308379,"99.19","0"
"UW126B","24141_7#3","24141_7#3.Treponema.ds2500000-reads","ERR2756207","TPA","2002","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6894700000000002E-2",1133469,14,175169,99.4591241215374,"100","0"
"UW133B","24141_5#20","24141_5#20.Treponema.ds2500000-reads","ERR2756188","TPA","2002","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6984200000000002E-2",1133199,15,175089,99.4354322839019,"100","0"
"UW134B","24141_7#18","24141_7#18.Treponema.ds2500000-reads","ERR2756219","TPA","2002","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6928000000000002E-2",1132484,14,175132,99.3726927879414,"100","0"
"UW138B","24141_6#15","24141_6#15.Treponema.ds2500000-reads","ERR2756201","TPA","2002","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6939399999999997E-2",1133031,16,172983,99.4206906960399,"100","0"
"UW140B","24141_5#16","24141_5#16.Treponema.ds2500000-reads","ERR2756185","TPA","2002","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.7024500000000002E-2",1132695,15,175128,99.3912075203157,"100","0"
"UW147B","24141_6#14","24141_6#14.Treponema.ds2500000-reads","ERR2756200","TPA","2003","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6909600000000001E-2",1133514,14,175086,99.4630727611433,"100","0"
"UW148B","24141_6#18","24141_6#18.Treponema.ds2500000-reads","ERR2756203","TPA","2003","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6914799999999998E-2",1132830,16,299122,99.4030534391335,"100","0"
"UW149B","24141_8#10","24141_8#10.Treponema.ds2500000-reads","ERR2756227","TPA","2003","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.7048200000000003E-2",1132843,15,299221,99.4041941572419,"100","0"
"UW155B","24141_8#2","24141_8#2.Treponema.ds2500000-reads","ERR2756221","TPA","2003","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6971900000000002E-2",1132970,17,173018,99.4153380956852,"100","0"
"UW181B","24141_6#17","24141_6#17.Treponema.ds2500000-reads","ERR2756202","TPA","2003","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","1","1","reads","3.6927099999999997E-2",1133325,15,175119,99.4464884747985,"100","0"
"UW186B","24141_5#17","24141_5#17.Treponema.ds2500000-reads","ERR2756186","TPA","2003","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","2","2","reads","3.7040299999999998E-2",1133213,15,175133,99.4366607495571,"100","0"
"UW187B","24141_6#4","24141_6#4.Treponema.ds2500000-reads","ERR2756192","TPA","2003","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","SS14","2","2","reads","3.6946399999999997E-2",1131473,10,175084,99.2839800181286,"100","0"
"UW189B","24141_5#18","24141_5#18.Treponema.ds2471082-reads","ERR2756187","TPA","2004","Beale_2019_Global_TPA","SureSelect","low_rabbit_passage","USA","N.America","Nichols","8","8","reads","3.72457E-2",1134171,19,172983,99.5207228993895,"99.19","0"
