accession	product_length	mismatch_forward	mismatch_reverse	forward_start	forward_stop	reverse_start	reverse_stop	product_start	product_stop	taxId	subspecies	superkingdom	phylum	class	order	family	genus	species	amplicon	region.cluster
CP073408.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073407.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073406.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073405.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073403.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073402.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073401.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073399.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073397.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073396.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073390.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073389.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073388.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073387.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073386.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073385.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073383.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073382.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073381.2	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073534.1	622	0	0	6250	6271	6871	6850	6250	6871	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073523.1	622	0	0	6249	6270	6870	6849	6249	6870	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073522.1	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073518.1	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073517.1	622	0	0	6248	6269	6869	6848	6248	6869	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073506.1	622	0	0	6250	6271	6871	6850	6250	6871	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073505.1	622	0	0	6248	6269	6869	6848	6248	6869	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073485.1	622	0	0	6241	6262	6862	6841	6241	6862	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073487.1	622	0	0	6221	6242	6842	6821	6221	6842	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073484.1	622	0	0	6250	6271	6871	6850	6250	6871	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073483.1	622	0	0	6238	6259	6859	6838	6238	6859	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073478.1	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073475.1	622	0	0	6204	6225	6825	6804	6204	6825	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073466.1	622	0	0	6248	6269	6869	6848	6248	6869	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073464.1	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073461.1	622	0	0	6249	6270	6870	6849	6249	6870	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073462.1	622	0	0	6249	6270	6870	6849	6249	6870	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073460.1	622	0	0	6247	6268	6868	6847	6247	6868	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073459.1	622	0	0	6219	6240	6840	6819	6219	6840	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073456.1	622	0	0	6250	6271	6871	6850	6250	6871	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073448.1	622	0	0	6209	6230	6830	6809	6209	6830	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073439.1	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073447.1	622	0	0	6250	6271	6871	6850	6250	6871	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073446.1	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073432.1	622	0	0	6250	6271	6871	6850	6250	6871	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073429.1	622	0	0	6245	6266	6866	6845	6245	6866	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073427.1	622	0	0	6248	6269	6869	6848	6248	6869	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073422.1	622	0	0	6250	6271	6871	6850	6250	6871	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073419.1	622	0	0	6248	6269	6869	6848	6248	6869	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073400.1	622	0	0	6250	6271	6871	6850	6250	6871	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073398.1	622	0	0	6244	6265	6865	6844	6244	6865	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073395.1	622	0	0	6250	6271	6871	6850	6250	6871	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073444.1	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073441.1	622	0	0	6248	6269	6869	6848	6248	6869	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073445.1	622	0	0	6248	6269	6869	6848	6248	6869	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073393.1	622	0	0	6250	6271	6871	6850	6250	6871	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073394.1	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073392.1	622	0	0	6250	6271	6871	6850	6250	6871	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073391.1	622	0	0	6250	6271	6871	6850	6250	6871	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073416.1	622	0	0	6250	6271	6871	6850	6250	6871	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073384.1	622	0	0	6248	6269	6869	6848	6248	6869	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP073566.1	622	0	0	6249	6270	6870	6849	6249	6870	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP051890.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP051889.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP051888.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP051887.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP051886.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP051885.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP045004.1	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP045005.1	622	0	0	6251	6272	6872	6851	6251	6872	160	NA	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP040555.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP035193.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP035104.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP034913.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP034912.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP034914.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP034915.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP034916.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP034917.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP034972.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP034918.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP034919.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP034920.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP034921.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP032303.1	622	0	0	6251	6272	6872	6851	6251	6872	53436	Treponema pallidum subsp. endemicum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP024750.1	622	0	0	6251	6272	6872	6851	6251	6872	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP032623.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP024089.1	622	0	0	6251	6272	6872	6851	6251	6872	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP024088.1	622	0	0	6251	6272	6872	6851	6251	6872	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP021113.1	622	0	0	6251	6272	6872	6851	6251	6872	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP028438.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP020365.1	622	0	0	6251	6272	6872	6851	6251	6872	168	Treponema pallidum subsp. pertenue	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP010422.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016048.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016046.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016069.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016068.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016067.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016066.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016065.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016064.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016063.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016062.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016061.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016060.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016059.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016058.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016057.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016056.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016055.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016054.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016053.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016052.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016051.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016050.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016049.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016047.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP016045.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP010566.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP010565.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP010564.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP010563.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
CP010562.1	622	0	0	6251	6272	6872	6851	6251	6872	161	Treponema pallidum subsp. pallidum	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pallidum	all_27	RC1
